PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;PATROVITOST;KODHN;ETOLOGIE;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
12;64110092;Solidago gigantea;zlatobıl obrovskı;Cévnaté rostliny;Ohryzková Lucie;20250514;20250514;;11954671;Novı Hrozenkov;6675;Novı Hrozenkov;-480783.48;-1159224.2;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;hojnì;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: dobrá, Plocha populace: 9, Management: bez managementu;bot_inv-1041939;;1;20250517
13;64110090;Solidago gigantea;zlatobıl obrovskı;Cévnaté rostliny;Ohryzková Lucie;20250516;20250516;;11954670;Pulèín;6774;Pulèín;-490317.82;-1166373.3;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;roztroušenì;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: dobrá, Plocha populace: 5, Management: bez managementu;bot_inv-1041931;;1;20250517
14;64110073;Solidago canadensis;zlatobıl kanadskı;Cévnaté rostliny;Ohryzková Lucie;20250516;20250516;;11954641;Lideèko;6774;Lideèko;-493377.38;-1167440.8;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;roztroušenì;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: dobrá, Plocha populace: 15, Management: bez managementu;bot_inv-1041909;;1;20250517
15;63333759;Solidago canadensis;zlatobıl kanadskı;Cévnaté rostliny;Ohryzková Lucie;20250430;20250430;;11880535;Malenovice;6476;Malenovice;-462844.61;-1132397.79;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;roztroušenì;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: dobrá, Plocha populace: 4, Management: bez managementu;bot_inv-1040094;;1;20250430
16;63333728;Solidago canadensis;zlatobıl kanadskı;Cévnaté rostliny;Ohryzková Lucie;20250430;20250430;;11880582;Malenovice;6476;Malenovice;-462836.67;-1132412.78;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;roztroušenì;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: dobrá, Plocha populace: 10, Management: bez managementu;bot_inv-1040093;;1;20250430
17;63333723;Solidago canadensis;zlatobıl kanadskı;Cévnaté rostliny;Ohryzková Lucie;20250430;20250430;;11880554;Malenovice;6476;Malenovice;-462886.93;-1132329.69;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;5;0;jedinci;ojedinìle;;;;;0;Vysazeno podél silnice k hotelu;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: dobrá, Plocha populace: 50, Management: bez managementu;bot_inv-1040097;;1;20250430
18;63326993;Solidago canadensis;zlatobıl kanadskı;Cévnaté rostliny;Ohryzková Lucie;20250429;20250429;;11877078;Karolinka;6675;Karolinka;-478660.81;-1155985.81;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;roztroušenì;;;;;0;Vysazeno;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: dobrá, Plocha populace: 50, Management: bez managementu;bot_inv-1040051;;1;20250429
19;63227434;Solidago gigantea;zlatobıl obrovskı;Cévnaté rostliny;Ohryzková Lucie;20250416;20250416;;11156345;Horní Beèva;6575;Horní Beèva;-472296.4;-1147927.29;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;2;0;jedinci;ojedinìle;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: neznámá, Plocha populace: 2, Management: bez managementu;bot_inv-1038268;;1;20250416
20;63220147;Solidago canadensis;zlatobıl kanadskı;Cévnaté rostliny;Ohryzková Lucie;20250414;20250414;;11150285;Dolní Lomná;6478;Dolní Lomná;-440982.09;-1135361.11;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;roztroušenì;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: dobrá, Plocha populace: 40, Management: bez managementu;bot_inv-1037663;;1;20250414
21;63220142;Solidago canadensis;zlatobıl kanadskı;Cévnaté rostliny;Ohryzková Lucie;20250414;20250414;;11150327;Dolní Lomná;6478;Dolní Lomná;-441089.41;-1135161.03;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;roztroušenì;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: støední, Plocha populace: 30, Management: bez managementu;bot_inv-1037621;;1;20250414
22;63220139;Solidago canadensis;zlatobıl kanadskı;Cévnaté rostliny;Ohryzková Lucie;20250414;20250414;;11150306;Bocanovice;6478;Bocanovice;-441414.95;-1134712.29;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;hojnì;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: dobrá, Plocha populace: 25, Management: bez managementu;bot_inv-1037646;;1;20250414
23;63220137;Solidago canadensis;zlatobıl kanadskı;Cévnaté rostliny;Ohryzková Lucie;20250414;20250414;;11150314;Dolní Lomná;6478;Dolní Lomná;-441148.15;-1135022.63;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;roztroušenì;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: neznámá, Plocha populace: 10, Management: bez managementu;bot_inv-1037625;;1;20250414
24;63220136;Solidago canadensis;zlatobıl kanadskı;Cévnaté rostliny;Ohryzková Lucie;20250414;20250414;;11150305;Dolní Lomná;6478;Dolní Lomná;-441113.63;-1135128.04;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;roztroušenì;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: neznámá, Plocha populace: 20, Management: bez managementu;bot_inv-1037622;;1;20250414
25;63220132;Solidago canadensis;zlatobıl kanadskı;Cévnaté rostliny;Ohryzková Lucie;20250414;20250414;;11150326;Dolní Lomná;6478;Dolní Lomná;-440964.45;-1135341.35;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;hojnì;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: dobrá, Plocha populace: 50, Management: bez managementu;bot_inv-1037617;;1;20250414
26;63220128;Solidago canadensis;zlatobıl kanadskı;Cévnaté rostliny;Ohryzková Lucie;20250414;20250414;;11150323;Bocanovice;6478;Bocanovice;-440851.28;-1134778.57;OHRYZKOVÁ L. (2024) Mapování invazních rostlin.;0;;0;jedinci;roztroušenì;;;;;0;;;Vektor šíøení: lidská èinnost;;OP InvazMap: Mapování invazních druhù;Monitoring druhù ÈR;Ohryzková Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;Vitalita: dobrá, Plocha populace: 20, Management: bez managementu;bot_inv-1037655;;1;20250414
